job_title,company,location,summary,state
"Senior Automation Engineer, Machine Learning Services",Broadcom,"Plano, TX",This machine-learning based environment uses a wide set of data collectors and data science algorithms to provide additional time on the clock to remediate…,TX
AI/ML Cloud Deployment Engineer - Architect,Deloitte,"Dallas, TX",The role of the AI/ML Deployment Engineer is to create Machine Learning platform capabilities and solutions to integrate AI/ML model driven decision-making…,TX
AI/ML Cloud Deployment Engineer- Senior Engineer,Deloitte,"Dallas, TX",The role of the AI/ML Deployment Engineer is to create Machine Learning platform capabilities and solutions to integrate AI/ML model driven decision-making…,TX
AI/ML Cloud Deployment Engineer - Senior Architect,Deloitte,"Dallas, TX",The role of the AI/ML Deployment Engineer is to create Machine Learning platform capabilities and solutions to integrate AI/ML model driven decision-making…,TX
Data Scientist,HUNTER Technical Resources,"Addison, TX","Experience with common data science toolkits, such as Anaconda, R, Python. Experience with deploying machine learning systems from scratch.",TX
Data Scientist,Verizon,"Irving, TX","Experience in machine learning and statistical modeling. In statistics, Math, Economics, Engineering, Computer Science, Business Analytics, Data Science or in a…",TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys is a global leader in consulting, technology and outsourcing solutions. We enable clients, in more than 30 countries, to stay a step ahead of emerging…",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","We are seeking someone with a strong background in the theory and application of deep learning for image segmentation and classification, machine learning…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",A Publication or Paper Presentation in any renowned Data Science and Machine Learning conferences. Strong expertise in statistical modeling techniques such as…,TX
AAI – Data Science – Senior Manager,Deloitte,"Dallas, TX","Advanced analytical experience in retail operations analytics, retail workforce analytics, marketing mix modeling, customer analytics, and/or procurement,…",TX
Senior Technical Consultant - Machine Learning,MathWorks,"Plano, TX","Project work may also involve computer vision, signal processing, optimization, system simulation, and/or deep learning.",TX
Senior Machine Learning Engineer,"Kalkomey Enterprises, LLC","Dallas, TX","Kalkomey Enterprises, the industry leader in online recreational safety and education, is hiring its first Senior Machine Learning Engineer to help maximize…",TX
Specialist Software Engineer-Machine Learning( Full stack Developer),Gurutech Solutions,"Dallas, TX",Specialist Software Engineer-Machine Learning( Full stack Developer). Exp in Hadoop Admin + Hive / Spark / Sqoop / Flume / MongoDB / Hbase.,TX
"Sr Manager, Software Engineering - Center for Machine Learning",Capital One - US,"Plano, TX","As a Senior Manager in C4ML, you will manage teams that build fast data and machine learning solutions to create and improve some of the most interesting use…",TX
Natural Language Processing (NLP) Chatbot Team Manager (Analytics Manager 4),Wells Fargo,"Irving, TX","You will be leveraging unstructured data such as emails, text messages, notes, voice data, and semi-structured data in combination of structured data to build…",TX
"Senior Automation Engineer, Machine Learning Services",Broadcom,"Plano, TX","Embedded intelligence and a modern, easy-to-use collaboration hub provide actionable insights, helping novice IT Ops staff triage and analyze root cause faster.",TX
AI/ML Cloud Deployment Engineer - Architect,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. The role of the AI/ML Deployment Engineer is to create…",TX
AI/ML Cloud Deployment Engineer- Senior Engineer,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. The role of the AI/ML Deployment Engineer is to create…",TX
AI/ML Cloud Deployment Engineer - Senior Architect,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. The role of the AI/ML Deployment Engineer is to create…",TX
Data Scientist,Verizon,"Irving, TX",Be a subject matter expert on machine learning and predictive modeling. You’ll drive profitable growth and business innovation by applying cutting edge machine…,TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Lead Data Scientist,ITL USA,"Plano, TX","Excellent hands on R & Python experience. R & Python as a language is practically usable for anything, we are looking for application • Development and Extract…",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
AAI – Data Science – Senior Manager,Deloitte,"Dallas, TX","Advanced analytical experience in retail operations analytics, retail workforce analytics, marketing mix modeling, customer analytics, and/or procurement,…",TX
Senior Technical Consultant - Machine Learning,MathWorks,"Plano, TX","Project work may also involve computer vision, signal processing, optimization, system simulation, and/or deep learning.",TX
Senior Machine Learning Engineer,"Kalkomey Enterprises, LLC","Dallas, TX","Kalkomey Enterprises, the industry leader in online recreational safety and education, is hiring its first Senior Machine Learning Engineer to help maximize…",TX
Specialist Software Engineer-Machine Learning( Full stack Developer),Gurutech Solutions,"Dallas, TX",Specialist Software Engineer-Machine Learning( Full stack Developer). Exp in Hadoop Admin + Hive / Spark / Sqoop / Flume / MongoDB / Hbase.,TX
"Sr Manager, Software Engineering - Center for Machine Learning",Capital One - US,"Plano, TX","As a Senior Manager in C4ML, you will manage teams that build fast data and machine learning solutions to create and improve some of the most interesting use…",TX
Natural Language Processing (NLP) Chatbot Team Manager (Analytics Manager 4),Wells Fargo,"Irving, TX","You will be leveraging unstructured data such as emails, text messages, notes, voice data, and semi-structured data in combination of structured data to build…",TX
"Senior Automation Engineer, Machine Learning Services",Broadcom,"Plano, TX","Embedded intelligence and a modern, easy-to-use collaboration hub provide actionable insights, helping novice IT Ops staff triage and analyze root cause faster.",TX
AI/ML Cloud Deployment Engineer - Architect,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. The role of the AI/ML Deployment Engineer is to create…",TX
AI/ML Cloud Deployment Engineer- Senior Engineer,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. The role of the AI/ML Deployment Engineer is to create…",TX
AI/ML Cloud Deployment Engineer - Senior Architect,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. The role of the AI/ML Deployment Engineer is to create…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Data Scientist,Verizon,"Irving, TX",Be a subject matter expert on machine learning and predictive modeling. You’ll drive profitable growth and business innovation by applying cutting edge machine…,TX
Lead Data Scientist,ITL USA,"Plano, TX","Excellent hands on R & Python experience. R & Python as a language is practically usable for anything, we are looking for application • Development and Extract…",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
AAI – Data Science – Senior Manager,Deloitte,"Dallas, TX","Advanced analytical experience in retail operations analytics, retail workforce analytics, marketing mix modeling, customer analytics, and/or procurement,…",TX
Senior Technical Consultant - Machine Learning,MathWorks,"Plano, TX","Project work may also involve computer vision, signal processing, optimization, system simulation, and/or deep learning.",TX
Senior Machine Learning Engineer,"Kalkomey Enterprises, LLC","Dallas, TX","Kalkomey Enterprises, the industry leader in online recreational safety and education, is hiring its first Senior Machine Learning Engineer to help maximize…",TX
Specialist Software Engineer-Machine Learning( Full stack Developer),Gurutech Solutions,"Dallas, TX",Specialist Software Engineer-Machine Learning( Full stack Developer). Exp in Hadoop Admin + Hive / Spark / Sqoop / Flume / MongoDB / Hbase.,TX
"Sr Manager, Software Engineering - Center for Machine Learning",Capital One - US,"Plano, TX","As a Senior Manager in C4ML, you will manage teams that build fast data and machine learning solutions to create and improve some of the most interesting use…",TX
Natural Language Processing (NLP) Chatbot Team Manager (Analytics Manager 4),Wells Fargo,"Irving, TX","You will be leveraging unstructured data such as emails, text messages, notes, voice data, and semi-structured data in combination of structured data to build…",TX
"Senior Automation Engineer, Machine Learning Services",Broadcom,"Plano, TX","Embedded intelligence and a modern, easy-to-use collaboration hub provide actionable insights, helping novice IT Ops staff triage and analyze root cause faster.",TX
AI/ML Cloud Deployment Engineer - Architect,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. The role of the AI/ML Deployment Engineer is to create…",TX
AI/ML Cloud Deployment Engineer- Senior Engineer,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. The role of the AI/ML Deployment Engineer is to create…",TX
AI/ML Cloud Deployment Engineer - Senior Architect,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. The role of the AI/ML Deployment Engineer is to create…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Data Scientist,Verizon,"Irving, TX",Be a subject matter expert on machine learning and predictive modeling. You’ll drive profitable growth and business innovation by applying cutting edge machine…,TX
Lead Data Scientist,ITL USA,"Plano, TX","Excellent hands on R & Python experience. R & Python as a language is practically usable for anything, we are looking for application • Development and Extract…",TX
AAI – Data Science – Senior Manager,Deloitte,"Dallas, TX","Analytics & Cognitive will work with our clients to: Modeling expertise using statistical techniques such as logistic and linear regression, decision trees,…",TX
Senior Technical Consultant - Machine Learning,MathWorks,"Plano, TX",We are seeking an engineer with a passion for data analysis and experience in machine learning to join our Consulting Services team.,TX
Senior Machine Learning Engineer,"Kalkomey Enterprises, LLC","Dallas, TX","Kalkomey Enterprises, the industry leader in online recreational safety and education, is hiring its first Senior Machine Learning Engineer to help maximize…",TX
Specialist Software Engineer-Machine Learning( Full stack Developer),Gurutech Solutions,"Dallas, TX",Specialist Software Engineer-Machine Learning( Full stack Developer). Please submit your profile with job title and location to jobs@gurutech-solutions.com.,TX
"Sr Manager, Software Engineering - Center for Machine Learning",Capital One - US,"Plano, TX",Do you enjoy collaborating with your engineering team and your business partners to find creative ways to use machine learning to drive business objectives?,TX
Natural Language Processing (NLP) Chatbot Team Manager (Analytics Manager 4),Wells Fargo,"Irving, TX","You will be leveraging unstructured data such as emails, text messages, notes, voice data, and semi-structured data in combination of structured data to build…",TX
"Senior Automation Engineer, Machine Learning Services",Broadcom,"Plano, TX",This machine-learning based environment uses a wide set of data collectors and data science algorithms to provide additional time on the clock to remediate…,TX
AI/ML Cloud Deployment Engineer - Architect,Deloitte,"Dallas, TX",The role of the AI/ML Deployment Engineer is to create Machine Learning platform capabilities and solutions to integrate AI/ML model driven decision-making…,TX
AI/ML Cloud Deployment Engineer- Senior Engineer,Deloitte,"Dallas, TX",The role of the AI/ML Deployment Engineer is to create Machine Learning platform capabilities and solutions to integrate AI/ML model driven decision-making…,TX
AI/ML Cloud Deployment Engineer - Senior Architect,Deloitte,"Dallas, TX",The role of the AI/ML Deployment Engineer is to create Machine Learning platform capabilities and solutions to integrate AI/ML model driven decision-making…,TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","This includes using machine learning techniques and programming languages to derive relevant analysis and metrics, including building proof of concepts to…",TX
Statistician,"Spectral MD, Inc.","Dallas, TX",At least 2 years of post-graduate industry or academic experience in assessment of diagnostic devices or machine learning algorithms.,TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",A Publication or Paper Presentation in any renowned Data Science and Machine Learning conferences. Strong expertise in statistical modeling techniques such as…,TX
Data Scientist,HUNTER Technical Resources,"Addison, TX","Experience with common data science toolkits, such as Anaconda, R, Python. Experience with deploying machine learning systems from scratch.",TX
Data Scientist,Verizon,"Irving, TX","Experience in machine learning and statistical modeling. In statistics, Math, Economics, Engineering, Computer Science, Business Analytics, Data Science or in a…",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","We are seeking someone with a strong background in the theory and application of deep learning for image segmentation and classification, machine learning…",TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys is a global leader in consulting, technology and outsourcing solutions. We enable clients, in more than 30 countries, to stay a step ahead of emerging…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
NLP Data Scientist /Analytic Consultant 4,Wells Fargo,"Dallas, TX","This includes using machine learning techniques and programming languages to derive relevant analysis and metrics, including building proof of concepts to…",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Lead Data Scientist,ITL USA,"Plano, TX","Excellent hands on R & Python experience. R & Python as a language is practically usable for anything, we are looking for application • Development and Extract…",TX
AAI – Data Science – Senior Manager,Deloitte,"Dallas, TX","Advanced analytical experience in retail operations analytics, retail workforce analytics, marketing mix modeling, customer analytics, and/or procurement,…",TX
Senior Technical Consultant - Machine Learning,MathWorks,"Plano, TX","Project work may also involve computer vision, signal processing, optimization, system simulation, and/or deep learning.",TX
Senior Machine Learning Engineer,"Kalkomey Enterprises, LLC","Dallas, TX","Kalkomey Enterprises, the industry leader in online recreational safety and education, is hiring its first Senior Machine Learning Engineer to help maximize…",TX
Specialist Software Engineer-Machine Learning( Full stack Developer),Gurutech Solutions,"Dallas, TX",Specialist Software Engineer-Machine Learning( Full stack Developer). Exp in Hadoop Admin + Hive / Spark / Sqoop / Flume / MongoDB / Hbase.,TX
"Sr Manager, Software Engineering - Center for Machine Learning",Capital One - US,"Plano, TX","As a Senior Manager in C4ML, you will manage teams that build fast data and machine learning solutions to create and improve some of the most interesting use…",TX
Natural Language Processing (NLP) Chatbot Team Manager (Analytics Manager 4),Wells Fargo,"Irving, TX","You will be leveraging unstructured data such as emails, text messages, notes, voice data, and semi-structured data in combination of structured data to build…",TX
"Senior Automation Engineer, Machine Learning Services",Broadcom,"Plano, TX","Embedded intelligence and a modern, easy-to-use collaboration hub provide actionable insights, helping novice IT Ops staff triage and analyze root cause faster.",TX
AI/ML Cloud Deployment Engineer - Architect,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. The role of the AI/ML Deployment Engineer is to create…",TX
AI/ML Cloud Deployment Engineer- Senior Engineer,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. The role of the AI/ML Deployment Engineer is to create…",TX
AI/ML Cloud Deployment Engineer - Senior Architect,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. The role of the AI/ML Deployment Engineer is to create…",TX
Data Scientist,Verizon,"Irving, TX",Be a subject matter expert on machine learning and predictive modeling. You’ll drive profitable growth and business innovation by applying cutting edge machine…,TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
AAI – Data Science – Senior Manager,Deloitte,"Dallas, TX","Advanced analytical experience in retail operations analytics, retail workforce analytics, marketing mix modeling, customer analytics, and/or procurement,…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Senior Technical Consultant - Machine Learning,MathWorks,"Plano, TX","Project work may also involve computer vision, signal processing, optimization, system simulation, and/or deep learning.",TX
Senior Machine Learning Engineer,"Kalkomey Enterprises, LLC","Dallas, TX","Kalkomey Enterprises, the industry leader in online recreational safety and education, is hiring its first Senior Machine Learning Engineer to help maximize…",TX
Specialist Software Engineer-Machine Learning( Full stack Developer),Gurutech Solutions,"Dallas, TX",Specialist Software Engineer-Machine Learning( Full stack Developer). Exp in Hadoop Admin + Hive / Spark / Sqoop / Flume / MongoDB / Hbase.,TX
"Sr Manager, Software Engineering - Center for Machine Learning",Capital One - US,"Plano, TX","As a Senior Manager in C4ML, you will manage teams that build fast data and machine learning solutions to create and improve some of the most interesting use…",TX
Natural Language Processing (NLP) Chatbot Team Manager (Analytics Manager 4),Wells Fargo,"Irving, TX","You will be leveraging unstructured data such as emails, text messages, notes, voice data, and semi-structured data in combination of structured data to build…",TX
"Senior Automation Engineer, Machine Learning Services",Broadcom,"Plano, TX","Embedded intelligence and a modern, easy-to-use collaboration hub provide actionable insights, helping novice IT Ops staff triage and analyze root cause faster.",TX
AI/ML Cloud Deployment Engineer - Architect,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. The role of the AI/ML Deployment Engineer is to create…",TX
AI/ML Cloud Deployment Engineer- Senior Engineer,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. The role of the AI/ML Deployment Engineer is to create…",TX
AI/ML Cloud Deployment Engineer - Senior Architect,Deloitte,"Dallas, TX","Knowledge of machine learning, information retrieval, analytics, statistics, deep learning techniques. The role of the AI/ML Deployment Engineer is to create…",TX
Data Scientist,Verizon,"Irving, TX",Be a subject matter expert on machine learning and predictive modeling. You’ll drive profitable growth and business innovation by applying cutting edge machine…,TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Lead Data Scientist,ITL USA,"Plano, TX","Excellent hands on R & Python experience. R & Python as a language is practically usable for anything, we are looking for application • Development and Extract…",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Business Analyst,"SilverXis, Inc.","Irving, TX","Must have experience gathering business requirements for advanced analytics teams (Data Engineers, Data Scientists) and building the necessary use cases.",TX
Senior Automation Engineer,New Engen,"Dallas, TX","Our teams of expert Marketers, Application Developers and Data Scientists help tackle some of the most complex digital marketing challenges.",TX
Big Data Software Engineer Lead,JP Morgan Chase,"Lewisville, TX","Expertise in Data governance and Data Quality. Experience working with Data Scientists. In 14 technology hubs worldwide, our team of 40,000+ technologists…",TX
Analytics Developer III,Baylor Scott & White Health,"Dallas, TX","The Analytics Developer, Data Scientist provides complex database analytics and reporting services to clinicians and customers.",TX
Principal Machine Learning Solution Architect,Microsoft,"Dallas, TX","To help us continue to expand and successfully deliver our services to different markets, we're looking to hire a Principal Machine Learning Solution Architect…",TX
"Digital Account Executive - Dallas, TX",CDK Global,"Dallas, TX","From data scientists to sales and client service experts, we’re hiring to support your growth and ours - Green light your career.",TX
Computer and Information Research Scientists (Business Analyst),Expedent,"Irving, TX",We are looking for a highly motivated self-starter and a change agent with experience and desire to drive organizations to be successful on Develop and…,TX
Senior Research Scientist Quality Assurance GMP Process,UT Southwestern Medical Center,"Dallas, TX","Plans, organizes, coordinates, directs and personally participates in major medical or scientific research projects, including development and implementation of…",TX
Cyber Security Incident Response Specialist,BOEING,"Irving, TX","Ability to define the project, design and plan the project, and manage the project team. Ability to control and deliver project deliverables, project accounting…",TX
Environmental Project Engineer,"Alliance Source Testing, LLC","Lewisville, TX",Alliance Source Testing (Alliance) is currently seeking to fill a Project Scientist position. Alliance is uniquely qualified to provide customers with the…,TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Data Scientist,Verizon,"Irving, TX","You will work closely with a team of talented data scientists, Big Data engineers, and… Be a subject matter expert on machine learning and predictive modeling.",TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys –Tecnology Lead - Data Scientist (R / Python) – US – Python, R. Location for this position is Plano, TX. Excellent hands on R & Python experience.",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Senior Quantitative Risk Analyst - Credit,USAA,"Plano, TX","6 or more years related quantitative analysis experience in a discipline relevant to risk management to include statistical analysis, modeling, mathematics or…",TX
"Sr Mgr Marketing Analytics, Funimation (LA Based)",Group 1200 Media,"Flower Mound, TX","The role will oversee one data scientist and manage multiple external vendors. Expert-level proficiency with Excel, SQL, Google Analytics and advanced data…",TX
Marketing Operations Manager,Quisitive,"Dallas, TX","The firm is comprised of consultants that include data scientists, business analysts, technical architects, seasoned developers, and project managers who bring…",TX
Sr. Quantitative Risk Analyst - Risk Reporting MIS,USAA,"Plano, TX",Experience in creating reporting visualization using Tableau. Applies diverse methodologies and deep experience in a variety of disciplines to identify and…,TX
Senior Software Engineer,L&T Technology Services Ltd.,"Plano, TX","Big organisations expect data stewards to expertly handle all things related to data processing, data policies, data guidelines and administer the organisation…",TX
Email Channel Manager,Apple Leisure Group,"Addison, TX","Our organization includes strategists, digital marketers, media buyers, analysts and data scientists, market researchers. Knowledge of Google Analytics 360.",TX
Senior Technical Consultant - Machine Learning,MathWorks,"Plano, TX",We are seeking an engineer with a passion for data analysis and experience in machine learning to join our Consulting Services team.,TX
Senior Graphic Designer,Monkedia,"Irving, TX",The individual best suited for this role would enjoy working with data scientists to explore the nuances of social content to examine what really makes an…,TX
Sr. Product Management Director,CBRE,"Dallas, TX","Gather and analyze feedback from customer, real estate brokers, marketing, development, data scientists and analysts in addition to a good understanding of the…",TX
Senior Machine Learning Engineer,"Kalkomey Enterprises, LLC","Dallas, TX","Kalkomey Enterprises, the industry leader in online recreational safety and education, is hiring its first Senior Machine Learning Engineer to help maximize…",TX
Data Scientist,Verizon,"Irving, TX","Be a subject matter expert on machine learning and predictive modeling. You will work closely with a team of talented data scientists, Big Data engineers, and…",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys –Tecnology Lead - Data Scientist (R / Python) – US – Python, R. Excellent hands on R & Python experience. Location for this position is Plano, TX.",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX",Partner with Director of Marketing Analytics to identify practical opportunities to leverage large data sets and employ big data analytics techniques to improve…,TX
"Manager, Product Management - Sales Experience",Capital One - US,"Plano, TX","Our team in Plano, TX is a cross-functional team of product managers, designers, data scientists, and full stack developers committed to transforming the Auto…",TX
Senior Product Manager - Iris,Pieces Technologies,"Dallas, TX","The focus of these activities will be on Social Determinants of Health, care management, case management, healthcare & population health analytics, artificial…",TX
Market Research Lead Analyst,Citi,"Irving, TX",Able to articulate a deep understanding and knowledge of various ways to collect customer insights. Offer user experience feedback at all phases of the project…,TX
Quantitative Risk Analyst - Senior Level (Market Risk),USAA,"Plano, TX",Applies diverse methodologies and deep experience in a variety of disciplines to identify and solve complex and/or undefined risk problems.,TX
Backend Python/Django Developer,selfdecode.com,"Dallas, TX","Selfhacked.com [https://www.selfhacked.com/] - With over 1.5 million visitors per month, SelfHacked is the best source of scientific information on supplements…",TX
Research Compliance Analyst III,UT Southwestern Medical Center,"Dallas, TX","Bachelor's degree in business or healthcare administration, regulatory compliance, consulting, project management, or related area, as well as 5 years of…",TX
Lead Operations Research Analyst,7-Eleven,"Irving, TX","Work with data engineers to ensure very high data quality. Experience with programming in SQL, R, Python, Scala, Spark, Shell Script, SAS.",TX
Specialist Software Engineer-Machine Learning( Full stack Developer),Gurutech Solutions,"Dallas, TX",Specialist Software Engineer-Machine Learning( Full stack Developer). Exp in Hadoop Admin + Hive / Spark / Sqoop / Flume / MongoDB / Hbase.,TX
Computational Biologist II,UT Southwestern Medical Center,"Dallas, TX",It also provides a data repository for researchers to query existing data and to publish their own data. Perform professional work in support of scientific…,TX
Senior Technical Manager,Verizon,"Irving, TX","Showcases reports, dashboards for business users and ML data visualizations for data scientists and engineers. Six or more years of relevant work experience.",TX
"Medicare Insurance Agent – Industry-best comp plan, total work freedom",ASSURANCE Independent Agents,"Dallas, TX","Our team of engineers, data scientists, marketers, architects, and designers are building systems using advanced science to make humans better.",TX
Data Scientist,Verizon,"Irving, TX","Be a subject matter expert on machine learning and predictive modeling. You will work closely with a team of talented data scientists, Big Data engineers, and…",TX
Deep Learning Data Scientist,"Spectral MD, Inc.","Dallas, TX","They will work with a small team of clinical researchers, medical doctors, data scientists, and medical device engineers to analyze multidimensional image data…",TX
Lead Data Scientist,ITL USA,"Plano, TX","Infosys –Tecnology Lead - Data Scientist (R / Python) – US – Python, R. Excellent hands on R & Python experience. Location for this position is Plano, TX.",TX
Data Scientist/Statistician (Statistical Modeling),S5 Stratos,"Dallas, TX",S5's R&D team is responsible for creating massively parallel systems while leveraging the deep understanding of distributed computing and machine learning.,TX
Data Scientist,NTT DATA Services,"Plano, TX","Designing and executing processes related to machine learning and predictive modeling, data mining, and research on large scale complex data sets using…",TX
Data Scientist,HUNTER Technical Resources,"Addison, TX","Experience with common data science toolkits, such as Anaconda, R, Python. Experience with deploying machine learning systems from scratch.",TX
"Sr Manager, Software Engineering - Center for Machine Learning",Capital One - US,"Plano, TX","Capital One maintains a full stack of technology solutions including streaming big data, state of the art machine learning, micro-service architecture,…",TX
"Manager, CRM Technical Services",Ansira,"Dallas, TX","Based on requirements, the ability to build the logical/physical data mart models and import data from source systems (databases) into the campaign data mart…",TX
Senior AEM Developer,Ansira,"Dallas, TX","Ansira is backed by Advent International, one of the largest and most experienced global private equity investors, with deep expertise in the business and…",TX
Natural Language Processing (NLP) Chatbot Team Manager (Analytics Manager 4),Wells Fargo,"Irving, TX","You will be leveraging unstructured data such as emails, text messages, notes, voice data, and semi-structured data in combination of structured data to build…",TX
Civil Construction Inspector Sr,HDR,"Dallas, TX","Led by the strength of our values and a culture shaped by employee ownership, we network with each other, build on each other's contributions, and collaborate…",TX
